group,trial_id,timepoint,before,after,difference
random,D6MS,4467.0,1.0,0.8333333333333334,0.16666666666666663
random,D7MS,7791.0,1.0,0.2,0.8
random,D11MS,2804.0,1.0,1.0,0.0
random,D2MD,5803.0,1.0,1.0,0.0
random,D10MS,8282.0,0.7333333333333333,1.0,-0.2666666666666667
random,D10MS,2745.0,1.0,0.43333333333333335,0.5666666666666667
random,D6MS,6567.0,0.9,1.0,-0.09999999999999998
random,D10MS,2129.0,1.0,1.0,0.0
random,D6MS,6975.0,1.0,1.0,0.0
random,D6MD,3575.0,1.0,0.4666666666666667,0.5333333333333333
random,D11MS,2195.0,0.26666666666666666,0.7,-0.4333333333333333
random,D10MS,1974.0,1.0,1.0,0.0
random,D4MD,8298.0,1.0,1.0,0.0
random,D10MS,8544.0,1.0,1.0,0.0
random,D4MD,1605.0,0.8666666666666667,0.2,0.6666666666666667
random,D3MS,4064.0,0.9666666666666667,1.0,-0.033333333333333326
random,D11MS,2711.0,1.0,1.0,0.0
random,D6MD,4937.0,1.0,1.0,0.0
random,D2MD,8045.0,0.7666666666666667,0.03333333333333333,0.7333333333333334
random,D1MS,7058.0,1.0,0.23333333333333334,0.7666666666666666
random,D3MS,6913.0,1.0,0.6333333333333333,0.3666666666666667
random,D2MD,6410.0,0.7,0.5333333333333333,0.16666666666666663
random,D11MS,2820.0,1.0,1.0,0.0
random,D4MD,7856.0,1.0,1.0,0.0
random,D5MD,5951.0,0.43333333333333335,0.3,0.13333333333333336
random,D10MS,6291.0,0.23333333333333334,1.0,-0.7666666666666666
random,D7MS,900.0,0.6666666666666666,0.9666666666666667,-0.30000000000000004
random,D11MS,5402.0,0.3333333333333333,1.0,-0.6666666666666667
random,D7MS,5423.0,0.5333333333333333,0.0,0.5333333333333333
random,D7MS,4977.0,1.0,0.36666666666666664,0.6333333333333333
random,D3MS,6867.0,1.0,1.0,0.0
random,D10MS,3047.0,1.0,1.0,0.0
random,D7MS,4945.0,0.23333333333333334,1.0,-0.7666666666666666
random,D6MS,1660.0,1.0,0.8333333333333334,0.16666666666666663
random,D2MD,1205.0,0.7666666666666667,0.0,0.7666666666666667
random,D10MS,8318.0,1.0,1.0,0.0
random,D4MD,7796.0,0.9666666666666667,1.0,-0.033333333333333326
random,D11MD,6.0,0.16666666666666666,1.0,-0.8333333333333334
random,D6MD,2556.0,0.5,1.0,-0.5
random,D11MS,4929.0,1.0,1.0,0.0
random,D4MS,5813.0,1.0,0.13333333333333333,0.8666666666666667
random,D10MS,8437.0,1.0,1.0,0.0
random,D11MS,5083.0,1.0,1.0,0.0
random,D8MS,5839.0,0.2,0.06666666666666667,0.13333333333333336
random,D2MD,8324.0,1.0,1.0,0.0
random,D11MS,3602.0,1.0,1.0,0.0
random,D5MS,2153.0,1.0,0.9666666666666667,0.033333333333333326
random,D2MS,2626.0,1.0,1.0,0.0
random,D11MS,2112.0,1.0,1.0,0.0
random,D2MD,6095.0,0.5666666666666667,0.7666666666666667,-0.20000000000000007
random,D2MD,8027.0,1.0,1.0,0.0
random,D11MS,5209.0,1.0,1.0,0.0
random,D11MS,5516.0,1.0,1.0,0.0
random,D10MS,6909.0,1.0,0.7666666666666667,0.23333333333333328
